# Force coefficients
# liftDir       : (-8.71556741e-02 9.96194704e-01 0.00000000e+00)
# dragDir       : (9.96194704e-01 8.71556741e-02 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 3.00000000e+00
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e+00
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
# Time          	Cm              	Cd              	Cl              	Cl(f)           	Cl(r)           
633             	-9.47040910e-04	1.00872559e-02	4.80570174e-02	2.30814678e-02	2.49755496e-02
634             	7.62082437e-03	-2.91649397e-03	6.69748073e-02	4.11082280e-02	2.58665793e-02
635             	-1.04963407e-03	1.00586167e-02	4.83145834e-02	2.31076576e-02	2.52069258e-02
636             	7.78031939e-03	-2.98813993e-03	6.67367580e-02	4.11486984e-02	2.55880596e-02
637             	-1.17322397e-03	1.01921423e-02	4.85083056e-02	2.30809288e-02	2.54273768e-02
638             	7.77262717e-03	-3.04339849e-03	6.66252381e-02	4.10852462e-02	2.55399919e-02
639             	-1.12540901e-03	1.02349513e-02	4.86111734e-02	2.31801777e-02	2.54309957e-02
640             	7.67080575e-03	-3.03141200e-03	6.68533894e-02	4.10975005e-02	2.57558889e-02
641             	-1.01866252e-03	1.01189319e-02	4.85562608e-02	2.32594679e-02	2.52967929e-02
642             	7.62183178e-03	-2.93069556e-03	6.71001375e-02	4.11719005e-02	2.59282370e-02
643             	-9.49739499e-04	1.00749086e-02	4.85948432e-02	2.33476821e-02	2.52471611e-02
644             	7.61260772e-03	-3.03394446e-03	6.65830011e-02	4.09041083e-02	2.56788928e-02
645             	-9.43575364e-04	1.02179163e-02	4.89365648e-02	2.35247070e-02	2.54118578e-02
646             	7.65935409e-03	-3.18319446e-03	6.66172520e-02	4.09679801e-02	2.56492719e-02
647             	-1.00294373e-03	1.02588975e-02	4.86344161e-02	2.33142643e-02	2.53201518e-02
648             	7.68832334e-03	-3.13302608e-03	6.72052839e-02	4.12909653e-02	2.59143186e-02
649             	-1.02119677e-03	1.02386941e-02	4.84191077e-02	2.31883571e-02	2.52307506e-02
650             	7.67386593e-03	-3.11573357e-03	6.72864853e-02	4.13171086e-02	2.59693767e-02
651             	-1.03970097e-03	1.02165576e-02	4.84177356e-02	2.31691668e-02	2.52485688e-02
652             	7.74691895e-03	-3.13663748e-03	6.70348109e-02	4.12643244e-02	2.57704865e-02
653             	-1.10600967e-03	1.03677005e-02	4.89362382e-02	2.33621094e-02	2.55741288e-02
654             	7.84493579e-03	-3.30133947e-03	6.70077757e-02	4.13488236e-02	2.56589521e-02
655             	-1.08673222e-03	1.04186854e-02	4.89362420e-02	2.33813888e-02	2.55548532e-02
656             	7.72795602e-03	-3.29789496e-03	6.71303672e-02	4.12931396e-02	2.58372276e-02
657             	-1.06284508e-03	1.03878486e-02	4.87861547e-02	2.33302323e-02	2.54559224e-02
658             	7.60303378e-03	-3.18633099e-03	6.72282887e-02	4.12171781e-02	2.60111106e-02
659             	-9.00385595e-04	1.02910640e-02	4.90017467e-02	2.36004877e-02	2.54012589e-02
660             	7.54404213e-03	-3.14518556e-03	6.72407486e-02	4.11644165e-02	2.60763322e-02
661             	-9.08950112e-04	1.03412725e-02	4.93682817e-02	2.37751907e-02	2.55930909e-02
662             	7.63586798e-03	-3.31394148e-03	6.68177745e-02	4.10447552e-02	2.57730193e-02
663             	-9.65967075e-04	1.04055441e-02	4.92321551e-02	2.36501105e-02	2.55820446e-02
664             	7.68904380e-03	-3.40999530e-03	6.69971802e-02	4.11876339e-02	2.58095463e-02
665             	-1.02426066e-03	1.04330441e-02	4.89302422e-02	2.34408604e-02	2.54893818e-02
666             	7.70090190e-03	-3.33292821e-03	6.73983513e-02	4.14000775e-02	2.59982737e-02
667             	-1.00621696e-03	1.03594276e-02	4.87242109e-02	2.33558885e-02	2.53683224e-02
668             	7.73982679e-03	-3.28779603e-03	6.75431587e-02	4.15114061e-02	2.60317526e-02
669             	-1.08625126e-03	1.03965128e-02	4.89003165e-02	2.33639070e-02	2.55364095e-02
670             	7.84376253e-03	-3.40148174e-03	6.72033111e-02	4.14454181e-02	2.57578930e-02
671             	-1.13427538e-03	1.05756026e-02	4.93026661e-02	2.35170577e-02	2.57856084e-02
672             	7.90346037e-03	-3.55901381e-03	6.72193281e-02	4.15131244e-02	2.57062037e-02
673             	-1.11769165e-03	1.06824930e-02	4.91144216e-02	2.34395192e-02	2.56749025e-02
674             	7.72743276e-03	-3.54583657e-03	6.73377895e-02	4.13963275e-02	2.59414620e-02
675             	-1.00305097e-03	1.06398632e-02	4.90957818e-02	2.35448399e-02	2.55509419e-02
676             	7.65528094e-03	-3.42737753e-03	6.76136683e-02	4.14621151e-02	2.61515532e-02
677             	-9.07858565e-04	1.05515416e-02	4.93925570e-02	2.37884199e-02	2.56041371e-02
678             	7.62136025e-03	-3.39564440e-03	6.74239177e-02	4.13333191e-02	2.60905986e-02
679             	-8.91431577e-04	1.05951379e-02	4.95327255e-02	2.38749312e-02	2.56577943e-02
680             	7.65758113e-03	-3.56319586e-03	6.71890485e-02	4.12521054e-02	2.59369431e-02
681             	-9.70919722e-04	1.06448506e-02	4.92985101e-02	2.36783353e-02	2.56201748e-02
682             	7.69364203e-03	-3.57771528e-03	6.74629990e-02	4.14251415e-02	2.60378575e-02
683             	-9.87873174e-04	1.05563316e-02	4.88915001e-02	2.34578769e-02	2.54336232e-02
684             	7.71147363e-03	-3.44568866e-03	6.79527742e-02	4.16878607e-02	2.62649135e-02
685             	-1.01742287e-03	1.05621268e-02	4.90725720e-02	2.35188631e-02	2.55537089e-02
686             	7.78209384e-03	-3.51769422e-03	6.74861685e-02	4.15251781e-02	2.59609904e-02
687             	-1.07279395e-03	1.06553305e-02	4.93353281e-02	2.35948701e-02	2.57404580e-02
688             	7.88048804e-03	-3.63502896e-03	6.73829359e-02	4.15719560e-02	2.58109799e-02
689             	-1.08885284e-03	1.07185611e-02	4.95608194e-02	2.36915569e-02	2.58692626e-02
690             	7.85371570e-03	-3.68735668e-03	6.75558745e-02	4.16316530e-02	2.59242216e-02
691             	-1.05997364e-03	1.07302915e-02	4.93623825e-02	2.36212176e-02	2.57411649e-02
692             	7.75440325e-03	-3.62795558e-03	6.79396573e-02	4.17242319e-02	2.62154254e-02
693             	-9.86406538e-04	1.07199275e-02	4.92986676e-02	2.36629272e-02	2.56357403e-02
694             	7.63827623e-03	-3.53258975e-03	6.77494353e-02	4.15129939e-02	2.62364414e-02
695             	-9.15973497e-04	1.06706171e-02	4.97023626e-02	2.39352078e-02	2.57671548e-02
696             	7.70710821e-03	-3.53606099e-03	6.76710498e-02	4.15426331e-02	2.61284167e-02
697             	-9.73520302e-04	1.06294766e-02	4.97743545e-02	2.39136570e-02	2.58606976e-02
698             	7.73482617e-03	-3.54841802e-03	6.77711390e-02	4.16203957e-02	2.61507434e-02
699             	-9.77932351e-04	1.05030258e-02	4.94704431e-02	2.37572892e-02	2.57131539e-02
700             	7.71737363e-03	-3.43997372e-03	6.82069454e-02	4.18208463e-02	2.63860991e-02
701             	-9.59335440e-04	1.03908199e-02	4.93164130e-02	2.36988711e-02	2.56175419e-02
702             	7.72085761e-03	-3.39581555e-03	6.82176205e-02	4.18296679e-02	2.63879526e-02
703             	-9.81334635e-04	1.04083437e-02	4.95215275e-02	2.37794291e-02	2.57420984e-02
704             	7.78182632e-03	-3.49468841e-03	6.77789737e-02	4.16713132e-02	2.61076605e-02
705             	-9.94037856e-04	1.04892445e-02	4.97494601e-02	2.38806922e-02	2.58687679e-02
706             	7.81317084e-03	-3.54936004e-03	6.78393779e-02	4.17328598e-02	2.61065181e-02
707             	-1.04738600e-03	1.05964037e-02	4.97216409e-02	2.38134345e-02	2.59082065e-02
708             	7.80982162e-03	-3.57728310e-03	6.82621459e-02	4.19408946e-02	2.63212513e-02
709             	-1.06028384e-03	1.06038110e-02	4.96036635e-02	2.37415479e-02	2.58621156e-02
710             	7.83105778e-03	-3.55788891e-03	6.84296708e-02	4.20458932e-02	2.63837776e-02
711             	-1.08403858e-03	1.06433261e-02	4.96385002e-02	2.37352115e-02	2.59032887e-02
712             	7.87297345e-03	-3.59781161e-03	6.81329229e-02	4.19394349e-02	2.61934880e-02
713             	-1.11744773e-03	1.06988205e-02	4.97694998e-02	2.37673022e-02	2.60021976e-02
714             	7.85412798e-03	-3.57817294e-03	6.81500489e-02	4.19291524e-02	2.62208965e-02
715             	-1.06273674e-03	1.05998836e-02	4.96337345e-02	2.37541305e-02	2.58796040e-02
716             	7.77484742e-03	-3.52258168e-03	6.84720888e-02	4.20108918e-02	2.64611970e-02
717             	-9.98168388e-04	1.04786032e-02	4.96313609e-02	2.38175121e-02	2.58138488e-02
718             	7.75471339e-03	-3.49900135e-03	6.84781645e-02	4.19937956e-02	2.64843688e-02
719             	-9.50185597e-04	1.05497815e-02	4.97843966e-02	2.39420127e-02	2.58423839e-02
720             	7.73892745e-03	-3.59452992e-03	6.80870901e-02	4.17824725e-02	2.63046176e-02
721             	-9.13260633e-04	1.07267306e-02	4.99787382e-02	2.40761085e-02	2.59026298e-02
722             	7.73683460e-03	-3.81072051e-03	6.77601002e-02	4.16168847e-02	2.61432155e-02
723             	-8.89984596e-04	1.07980640e-02	5.00444666e-02	2.41322487e-02	2.59122179e-02
724             	7.72326071e-03	-3.84378010e-03	6.81047641e-02	4.17756427e-02	2.63291213e-02
725             	-9.49041521e-04	1.08445901e-02	4.98158528e-02	2.39588849e-02	2.58569679e-02
726             	7.82137132e-03	-3.84011399e-03	6.85243404e-02	4.20835415e-02	2.64407989e-02
727             	-1.07028002e-03	1.09302364e-02	4.99942828e-02	2.39268614e-02	2.60674214e-02
728             	7.99216694e-03	-3.94593901e-03	6.84389780e-02	4.22116560e-02	2.62273221e-02
729             	-1.19489507e-03	1.10894411e-02	4.99155397e-02	2.37628748e-02	2.61526649e-02
730             	8.04979099e-03	-4.09284644e-03	6.81673629e-02	4.21334725e-02	2.60338905e-02
731             	-1.21092294e-03	1.11729073e-02	5.00908554e-02	2.38345048e-02	2.62563506e-02
732             	7.89267888e-03	-4.08024812e-03	6.83189909e-02	4.20521743e-02	2.62668166e-02
733             	-9.64966120e-04	1.10259055e-02	5.00937167e-02	2.40818922e-02	2.60118244e-02
734             	7.71943992e-03	-3.92632815e-03	6.84903435e-02	4.19646116e-02	2.65257318e-02
735             	-8.44269509e-04	1.09306343e-02	5.03781941e-02	2.43448276e-02	2.60333666e-02
736             	7.60856172e-03	-3.86279475e-03	6.83024368e-02	4.17597801e-02	2.65426567e-02
737             	-7.47110488e-04	1.09236179e-02	5.04841180e-02	2.44949485e-02	2.59891695e-02
738             	7.63600971e-03	-3.95984719e-03	6.80180759e-02	4.16450477e-02	2.63730282e-02
739             	-7.76846489e-04	1.09934784e-02	5.05733241e-02	2.45098156e-02	2.60635086e-02
740             	7.68720022e-03	-4.04877033e-03	6.82341717e-02	4.18042861e-02	2.64298856e-02
741             	-8.57253330e-04	1.10005630e-02	5.02359616e-02	2.42607275e-02	2.59752341e-02
742             	7.76778967e-03	-4.01445170e-03	6.87161739e-02	4.21258766e-02	2.65902973e-02
743             	-9.60847507e-04	1.09746292e-02	5.00581079e-02	2.40682065e-02	2.59899015e-02
744             	7.89306827e-03	-4.01267177e-03	6.87903608e-02	4.22882487e-02	2.65021121e-02
745             	-1.08691363e-03	1.10607361e-02	5.00529805e-02	2.39395766e-02	2.61134039e-02
746             	7.99233961e-03	-4.13381623e-03	6.85046512e-02	4.22446652e-02	2.62599860e-02
747             	-1.17455870e-03	1.12241892e-02	5.05263404e-02	2.40886115e-02	2.64377289e-02
748             	8.00742462e-03	-4.25251515e-03	6.83388385e-02	4.21768439e-02	2.61619946e-02
749             	-1.10969670e-03	1.12626010e-02	5.02452193e-02	2.40129130e-02	2.62323064e-02
750             	7.84576772e-03	-4.26278512e-03	6.84457434e-02	4.20686394e-02	2.63771040e-02
751             	-9.64508694e-04	1.12508572e-02	5.04306608e-02	2.42508217e-02	2.61798391e-02
752             	7.73699916e-03	-4.15070731e-03	6.86475026e-02	4.20607505e-02	2.65867521e-02
753             	-8.26591685e-04	1.11870153e-02	5.05090401e-02	2.44279284e-02	2.60811118e-02
754             	7.67509284e-03	-4.12922093e-03	6.82738507e-02	4.18120182e-02	2.64618325e-02
755             	-7.67456187e-04	1.12094845e-02	5.08944501e-02	2.46797689e-02	2.62146812e-02
756             	7.65236473e-03	-4.15117917e-03	6.84102772e-02	4.18575033e-02	2.65527739e-02
757             	-7.67412512e-04	1.11047031e-02	5.04974974e-02	2.44813362e-02	2.60161612e-02
758             	7.65623572e-03	-4.04663478e-03	6.87763268e-02	4.20443991e-02	2.67319277e-02
759             	-8.31190346e-04	1.09078241e-02	5.01288039e-02	2.42332116e-02	2.58955923e-02
760             	7.76297802e-03	-3.90386156e-03	6.92971443e-02	4.24115502e-02	2.68855942e-02
761             	-9.27553411e-04	1.08654054e-02	5.03351030e-02	2.42399981e-02	2.60951049e-02
762             	7.88413086e-03	-3.96378309e-03	6.89279807e-02	4.23481212e-02	2.65798595e-02
763             	-1.00798699e-03	1.10050155e-02	5.04474400e-02	2.42157330e-02	2.62317070e-02
764             	7.92724547e-03	-4.15525003e-03	6.85818267e-02	4.22181588e-02	2.63636679e-02
765             	-1.05989742e-03	1.11219552e-02	5.05738932e-02	2.42270492e-02	2.63468440e-02
766             	7.89292941e-03	-4.25100957e-03	6.88151010e-02	4.23004799e-02	2.65146211e-02
767             	-1.04916484e-03	1.11992164e-02	5.05928185e-02	2.42472444e-02	2.63455741e-02
768             	7.87100367e-03	-4.24626552e-03	6.91952820e-02	4.24686447e-02	2.67266373e-02
769             	-9.77451922e-04	1.12767692e-02	5.05547069e-02	2.42999015e-02	2.62548054e-02
770             	7.78495999e-03	-4.31360043e-03	6.88045728e-02	4.21872464e-02	2.66173264e-02
771             	-9.13490382e-04	1.13585736e-02	5.08026538e-02	2.44878365e-02	2.63148173e-02
772             	7.80077155e-03	-4.38645929e-03	6.86034505e-02	4.21024968e-02	2.65009537e-02
773             	-9.19265191e-04	1.13250327e-02	5.08480585e-02	2.45047641e-02	2.63432944e-02
774             	7.81795729e-03	-4.28378810e-03	6.89281208e-02	4.22820177e-02	2.66461031e-02
775             	-9.36703279e-04	1.12009478e-02	5.07061851e-02	2.44163893e-02	2.62897958e-02
776             	7.76860882e-03	-4.16322111e-03	6.92374832e-02	4.23873504e-02	2.68501328e-02
777             	-8.86382646e-04	1.10579680e-02	5.07385895e-02	2.44829121e-02	2.62556774e-02
778             	7.76868028e-03	-4.10611672e-03	6.92199712e-02	4.23786659e-02	2.68413053e-02
779             	-8.36924735e-04	1.10549406e-02	5.08639756e-02	2.45950631e-02	2.62689125e-02
780             	7.76917623e-03	-4.22961509e-03	6.87670001e-02	4.21526763e-02	2.66143238e-02
781             	-8.53422359e-04	1.12047665e-02	5.09572235e-02	2.46251894e-02	2.63320341e-02
782             	7.77578888e-03	-4.38612499e-03	6.87149490e-02	4.21332634e-02	2.65816856e-02
783             	-8.62855949e-04	1.12675923e-02	5.06731103e-02	2.44736992e-02	2.61994111e-02
784             	7.74713487e-03	-4.41533929e-03	6.90597981e-02	4.22770339e-02	2.67827642e-02
785             	-8.59462809e-04	1.13516151e-02	5.08344446e-02	2.45577595e-02	2.62766851e-02
786             	7.80129378e-03	-4.49616311e-03	6.90801822e-02	4.23413849e-02	2.67387973e-02
787             	-9.80628259e-04	1.15045086e-02	5.10038561e-02	2.45212998e-02	2.64825563e-02
788             	7.97254121e-03	-4.63377698e-03	6.89489285e-02	4.24470054e-02	2.65019230e-02
789             	-1.11701262e-03	1.16907031e-02	5.10660304e-02	2.44160026e-02	2.66500278e-02
790             	8.06071382e-03	-4.73913612e-03	6.88681330e-02	4.24947803e-02	2.63733527e-02
791             	-1.10723419e-03	1.17060896e-02	5.09778457e-02	2.43816886e-02	2.65961570e-02
792             	7.96690602e-03	-4.68510185e-03	6.92957834e-02	4.26147977e-02	2.66809857e-02
793             	-1.00888097e-03	1.16060135e-02	5.10132840e-02	2.44977610e-02	2.65155230e-02
794             	7.80838693e-03	-4.56757711e-03	6.92267082e-02	4.24217410e-02	2.68049672e-02
795             	-8.07786878e-04	1.14911364e-02	5.10880930e-02	2.47362596e-02	2.63518334e-02
796             	7.68176806e-03	-4.58069982e-03	6.88312004e-02	4.20973683e-02	2.67338321e-02
797             	-6.87270239e-04	1.15839777e-02	5.16310428e-02	2.51282511e-02	2.65027916e-02
798             	7.63030944e-03	-4.64351138e-03	6.88375542e-02	4.20490866e-02	2.67884677e-02
799             	-6.22193761e-04	1.15351850e-02	5.14014018e-02	2.50785071e-02	2.63228947e-02
800             	7.57286320e-03	-4.57669533e-03	6.91536224e-02	4.21496744e-02	2.70039480e-02
801             	-6.73400840e-04	1.13736002e-02	5.09428243e-02	2.47980113e-02	2.61448130e-02
802             	7.66703153e-03	-4.41439767e-03	6.94806526e-02	4.24073578e-02	2.70732948e-02
803             	-8.17022675e-04	1.12363167e-02	5.09086411e-02	2.46372979e-02	2.62713432e-02
804             	7.92110495e-03	-4.37280668e-03	6.95329305e-02	4.26875702e-02	2.68453603e-02
805             	-1.05444630e-03	1.13039683e-02	5.09757387e-02	2.44334230e-02	2.65423156e-02
806             	8.12991525e-03	-4.47096739e-03	6.92966794e-02	4.27782549e-02	2.65184244e-02
807             	-1.21326879e-03	1.13498084e-02	5.09171410e-02	2.42453017e-02	2.66718393e-02
808             	8.17225061e-03	-4.48027804e-03	6.95007592e-02	4.29226302e-02	2.65781290e-02
809             	-1.22398062e-03	1.14180722e-02	5.09429716e-02	2.42475052e-02	2.66954664e-02
810             	8.09089776e-03	-4.45561435e-03	6.96453456e-02	4.29135706e-02	2.67317750e-02
811             	-1.11671140e-03	1.13953986e-02	5.08009617e-02	2.42837695e-02	2.65171922e-02
812             	7.98310339e-03	-4.45306448e-03	6.94919499e-02	4.27290784e-02	2.67628716e-02
813             	-9.59818061e-04	1.14800186e-02	5.12504396e-02	2.46654017e-02	2.65850379e-02
814             	7.88138077e-03	-4.43910095e-03	6.91725669e-02	4.24676642e-02	2.67049027e-02
815             	-8.82037422e-04	1.14162734e-02	5.12222060e-02	2.47290656e-02	2.64931404e-02
816             	7.83810554e-03	-4.35377793e-03	6.93783840e-02	4.25272975e-02	2.68510864e-02
817             	-8.13125783e-04	1.11732066e-02	5.10609683e-02	2.47173584e-02	2.63436099e-02
818             	7.76905845e-03	-4.12224334e-03	6.96972997e-02	4.26177083e-02	2.70795914e-02
819             	-8.34896933e-04	1.09410928e-02	5.10843705e-02	2.47072883e-02	2.63770822e-02
820             	7.85277218e-03	-3.92469574e-03	7.00276095e-02	4.28665769e-02	2.71610326e-02
821             	-8.82486723e-04	1.08747533e-02	5.11590580e-02	2.46970423e-02	2.64620157e-02
822             	7.95353691e-03	-4.04042471e-03	6.94762521e-02	4.26916630e-02	2.67845891e-02
823             	-9.73803477e-04	1.09733793e-02	5.13089007e-02	2.46806469e-02	2.66282538e-02
824             	7.98610769e-03	-4.15887010e-03	6.94099561e-02	4.26910858e-02	2.67188704e-02
825             	-9.68908803e-04	1.09944522e-02	5.09856000e-02	2.45238912e-02	2.64617088e-02
826             	7.95586508e-03	-4.16801658e-03	6.99201573e-02	4.29159438e-02	2.70042136e-02
827             	-9.63268773e-04	1.10802658e-02	5.10023535e-02	2.45379080e-02	2.64644455e-02
828             	7.97800859e-03	-4.25258390e-03	6.99426061e-02	4.29493116e-02	2.69932944e-02
829             	-9.98901831e-04	1.12253618e-02	5.12192933e-02	2.46107448e-02	2.66085485e-02
830             	8.07031052e-03	-4.45220973e-03	6.96037828e-02	4.28722019e-02	2.67315809e-02
831             	-1.06515955e-03	1.14857736e-02	5.15923954e-02	2.47310382e-02	2.68613573e-02
832             	8.07767829e-03	-4.56782119e-03	6.94142174e-02	4.27847870e-02	2.66294304e-02
833             	-1.05168196e-03	1.15413071e-02	5.13668492e-02	2.46317426e-02	2.67351066e-02
834             	7.99434448e-03	-4.53351175e-03	6.98794111e-02	4.29340500e-02	2.69453611e-02
835             	-9.53034023e-04	1.14307126e-02	5.14975727e-02	2.47957523e-02	2.67018204e-02
836             	7.90506842e-03	-4.43470009e-03	6.99662073e-02	4.28881721e-02	2.70780352e-02
837             	-8.41521132e-04	1.13446611e-02	5.14146698e-02	2.48658137e-02	2.65488560e-02
838             	7.84751273e-03	-4.43161336e-03	6.96703388e-02	4.26826821e-02	2.69876567e-02
839             	-7.79423939e-04	1.14323812e-02	5.18323199e-02	2.51367360e-02	2.66955839e-02
840             	7.79192307e-03	-4.50663855e-03	6.95231505e-02	4.25534983e-02	2.69696522e-02
841             	-7.36822866e-04	1.14034623e-02	5.15601081e-02	2.50432312e-02	2.65168769e-02
842             	7.74358324e-03	-4.51286935e-03	6.97831787e-02	4.26351726e-02	2.71480061e-02
843             	-7.53996393e-04	1.13293741e-02	5.14193364e-02	2.49556718e-02	2.64636646e-02
844             	7.73590118e-03	-4.36419639e-03	7.01817059e-02	4.28267541e-02	2.73549518e-02
845             	-7.82651687e-04	1.12427402e-02	5.13350857e-02	2.48848912e-02	2.64501946e-02
846             	7.86531506e-03	-4.39288003e-03	6.98850180e-02	4.28078240e-02	2.70771939e-02
847             	-9.37049619e-04	1.13356019e-02	5.14214062e-02	2.47736535e-02	2.66477527e-02
848             	8.06452893e-03	-4.57438135e-03	6.97655264e-02	4.29472921e-02	2.68182342e-02
849             	-1.10537675e-03	1.14955738e-02	5.15282759e-02	2.46587612e-02	2.68695147e-02
850             	8.15040425e-03	-4.65344488e-03	6.99873435e-02	4.31440760e-02	2.68432675e-02
851             	-1.14635494e-03	1.15896341e-02	5.14301744e-02	2.45687323e-02	2.68614422e-02
852             	8.06106018e-03	-4.66312712e-03	7.01474770e-02	4.31347987e-02	2.70126783e-02
853             	-9.64654582e-04	1.15829384e-02	5.14417661e-02	2.47562285e-02	2.66855376e-02
854             	7.92333908e-03	-4.67670710e-03	7.00671187e-02	4.29568984e-02	2.71102203e-02
855             	-8.64742400e-04	1.16857198e-02	5.18003813e-02	2.50354482e-02	2.67649330e-02
856             	7.89930577e-03	-4.76968871e-03	6.98736218e-02	4.28361167e-02	2.70375051e-02
857             	-8.34128404e-04	1.17268339e-02	5.19999522e-02	2.51658477e-02	2.68341045e-02
858             	7.84525165e-03	-4.75477717e-03	6.99706926e-02	4.28305979e-02	2.71400946e-02
859             	-8.00042857e-04	1.15805540e-02	5.18059195e-02	2.51029169e-02	2.67030026e-02
860             	7.76295659e-03	-4.61948318e-03	7.02144024e-02	4.28701578e-02	2.73442446e-02
861             	-7.55315515e-04	1.14157590e-02	5.19343429e-02	2.52118559e-02	2.67224869e-02
862             	7.78469545e-03	-4.48094111e-03	7.02783669e-02	4.29238789e-02	2.73544880e-02
863             	-7.78505183e-04	1.13575981e-02	5.18872163e-02	2.51651030e-02	2.67221133e-02
864             	7.89414485e-03	-4.56579240e-03	6.99745287e-02	4.28814092e-02	2.70931195e-02
865             	-8.24393012e-04	1.14368699e-02	5.19987433e-02	2.51749786e-02	2.68237647e-02
866             	7.92443299e-03	-4.67246414e-03	7.01254513e-02	4.29871586e-02	2.71382926e-02
867             	-8.46229061e-04	1.15126640e-02	5.17666220e-02	2.50370819e-02	2.67295401e-02
868             	7.84634685e-03	-4.69754116e-03	7.03754987e-02	4.30340962e-02	2.73414025e-02
869             	-8.09924432e-04	1.15457183e-02	5.17816561e-02	2.50809036e-02	2.67007525e-02
870             	7.87210003e-03	-4.75538360e-03	7.03181852e-02	4.30311926e-02	2.72869926e-02
871             	-8.39233977e-04	1.16483575e-02	5.18883027e-02	2.51049174e-02	2.67833853e-02
872             	7.91559948e-03	-4.83241146e-03	7.01678453e-02	4.29995221e-02	2.71683232e-02
873             	-8.83594915e-04	1.17983548e-02	5.21467364e-02	2.51897733e-02	2.69569631e-02
874             	7.97368199e-03	-4.91298397e-03	6.99616757e-02	4.29545198e-02	2.70071559e-02
875             	-9.17677008e-04	1.17766119e-02	5.18888731e-02	2.50267595e-02	2.68621136e-02
876             	7.95244969e-03	-4.84168900e-03	7.03934480e-02	4.31491737e-02	2.72442743e-02
877             	-8.82248461e-04	1.16943400e-02	5.19438995e-02	2.50897013e-02	2.68541982e-02
878             	7.87561158e-03	-4.72912237e-03	7.03640475e-02	4.30576353e-02	2.73064122e-02
879             	-7.98163427e-04	1.16351948e-02	5.19920947e-02	2.51978839e-02	2.67942108e-02
880             	7.84815980e-03	-4.72421405e-03	7.01318344e-02	4.29140770e-02	2.72177574e-02
881             	-6.94053282e-04	1.16903021e-02	5.23952560e-02	2.55035747e-02	2.68916813e-02
882             	7.79750173e-03	-4.85554636e-03	6.99345975e-02	4.27648005e-02	2.71697970e-02
883             	-6.54050749e-04	1.16989562e-02	5.22326642e-02	2.54622813e-02	2.67703828e-02
884             	7.72045316e-03	-4.78512910e-03	7.02714732e-02	4.28561897e-02	2.74152834e-02
885             	-6.54676693e-04	1.15578057e-02	5.19701894e-02	2.53304180e-02	2.66397714e-02
886             	7.78938713e-03	-4.69357375e-03	7.06638842e-02	4.31213292e-02	2.75425550e-02
887             	-7.27749506e-04	1.15396531e-02	5.19954914e-02	2.52699962e-02	2.67254952e-02
888             	7.90919893e-03	-4.68985151e-03	7.06524882e-02	4.32354430e-02	2.74170452e-02
889             	-8.79070942e-04	1.15940897e-02	5.20575000e-02	2.51496791e-02	2.69078210e-02
890             	8.11673957e-03	-4.82022301e-03	7.05350297e-02	4.33842544e-02	2.71507753e-02
891             	-1.07361698e-03	1.16901043e-02	5.19885614e-02	2.49206637e-02	2.70678977e-02
892             	8.21107606e-03	-4.89271355e-03	7.06927396e-02	4.35574458e-02	2.71352937e-02
893             	-1.12589266e-03	1.17145742e-02	5.18014960e-02	2.47748554e-02	2.70266407e-02
894             	8.18363332e-03	-4.92593444e-03	7.09535545e-02	4.36604106e-02	2.72931439e-02
895             	-1.00402351e-03	1.18208741e-02	5.20824600e-02	2.50372065e-02	2.70452535e-02
896             	8.09041432e-03	-5.05211485e-03	7.05271246e-02	4.33539766e-02	2.71731480e-02
897             	-9.38261368e-04	1.19976112e-02	5.23201665e-02	2.52218219e-02	2.70983446e-02
898             	8.04874035e-03	-5.19870119e-03	7.03266269e-02	4.32120538e-02	2.71145731e-02
899             	-8.61254835e-04	1.21133230e-02	5.25785827e-02	2.54280365e-02	2.71505462e-02
900             	7.92877923e-03	-5.20176943e-03	7.02706271e-02	4.30640928e-02	2.72065343e-02
901             	-7.45626792e-04	1.19754164e-02	5.25053696e-02	2.55070580e-02	2.69983116e-02
902             	7.84462370e-03	-5.05250300e-03	7.06454989e-02	4.31673732e-02	2.74781258e-02
903             	-6.70925303e-04	1.18224531e-02	5.25272143e-02	2.55926819e-02	2.69345325e-02
904             	7.81424896e-03	-4.94371985e-03	7.06340541e-02	4.31312760e-02	2.75027781e-02
905             	-6.97288719e-04	1.18104233e-02	5.25368202e-02	2.55711214e-02	2.69656988e-02
906             	7.92366337e-03	-5.03237563e-03	7.04844744e-02	4.31659006e-02	2.73185738e-02
907             	-7.74350562e-04	1.19132803e-02	5.25613043e-02	2.55063016e-02	2.70550027e-02
908             	7.97188523e-03	-5.13944411e-03	7.05387244e-02	4.32412474e-02	2.72974770e-02
909             	-7.73587298e-04	1.19489614e-02	5.23845791e-02	2.54187022e-02	2.69658768e-02
910             	7.91591607e-03	-5.17331005e-03	7.07600095e-02	4.32959208e-02	2.74640887e-02
911             	-7.26131881e-04	1.19938161e-02	5.24686063e-02	2.55081713e-02	2.69604351e-02
912             	7.87222098e-03	-5.19032448e-03	7.06356447e-02	4.31900433e-02	2.74456013e-02
