# Force coefficients
# liftDir       : (-8.71556741e-02 9.96194704e-01 0.00000000e+00)
# dragDir       : (9.96194704e-01 8.71556741e-02 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 3.00000000e+00
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e+00
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
# Time          	Cm              	Cd              	Cl              	Cl(f)           	Cl(r)           
698             	5.34135563e-04	2.70350712e-03	4.72670996e-02	2.41676854e-02	2.30994142e-02
699             	5.33010249e-04	2.70319986e-03	4.72611820e-02	2.41636013e-02	2.30975808e-02
700             	5.31568986e-04	2.70275384e-03	4.72542219e-02	2.41586799e-02	2.30955419e-02
701             	5.30446642e-04	2.70246955e-03	4.72483747e-02	2.41546340e-02	2.30937407e-02
702             	5.29021817e-04	2.70204253e-03	4.72416907e-02	2.41498671e-02	2.30918235e-02
703             	5.27892248e-04	2.70173403e-03	4.72357508e-02	2.41457677e-02	2.30899832e-02
704             	5.26432343e-04	2.70128100e-03	4.72287323e-02	2.41407985e-02	2.30879338e-02
705             	5.25306214e-04	2.70099567e-03	4.72228651e-02	2.41367388e-02	2.30861263e-02
706             	5.23884483e-04	2.70056932e-03	4.72161739e-02	2.41319714e-02	2.30842025e-02
707             	5.22761172e-04	2.70026378e-03	4.72102374e-02	2.41278799e-02	2.30823575e-02
708             	5.21303682e-04	2.69981192e-03	4.72032174e-02	2.41229124e-02	2.30803050e-02
709             	5.20187947e-04	2.69953016e-03	4.71973578e-02	2.41188668e-02	2.30784909e-02
710             	5.18746598e-04	2.69909774e-03	4.71906032e-02	2.41140482e-02	2.30765550e-02
711             	5.17630540e-04	2.69879387e-03	4.71846674e-02	2.41099642e-02	2.30747032e-02
712             	5.16156628e-04	2.69833624e-03	4.71775848e-02	2.41049490e-02	2.30726358e-02
713             	5.15084946e-04	2.69808948e-03	4.71717281e-02	2.41009490e-02	2.30707791e-02
714             	5.13629316e-04	2.69764077e-03	4.71649354e-02	2.40960970e-02	2.30688384e-02
715             	5.12486102e-04	2.69732738e-03	4.71589290e-02	2.40919506e-02	2.30669784e-02
716             	5.11087278e-04	2.69691087e-03	4.71521581e-02	2.40871663e-02	2.30649918e-02
717             	5.09928870e-04	2.69659059e-03	4.71461044e-02	2.40829811e-02	2.30631233e-02
718             	5.08433643e-04	2.69614272e-03	4.71391544e-02	2.40780108e-02	2.30611436e-02
719             	5.07303286e-04	2.69582856e-03	4.71331594e-02	2.40738830e-02	2.30592764e-02
720             	5.06042782e-04	2.69546622e-03	4.71268464e-02	2.40694660e-02	2.30573804e-02
721             	5.04786617e-04	2.69513582e-03	4.71202931e-02	2.40649332e-02	2.30553599e-02
722             	5.03228700e-04	2.69465055e-03	4.71131861e-02	2.40598218e-02	2.30533644e-02
723             	5.02088638e-04	2.69433520e-03	4.71071619e-02	2.40556696e-02	2.30514923e-02
724             	5.00841330e-04	2.69397296e-03	4.71008892e-02	2.40512859e-02	2.30496032e-02
725             	4.99614199e-04	2.69365443e-03	4.70944074e-02	2.40468179e-02	2.30475895e-02
726             	4.98054076e-04	2.69316921e-03	4.70872948e-02	2.40417015e-02	2.30455933e-02
727             	4.96919003e-04	2.69285681e-03	4.70812786e-02	2.40375583e-02	2.30437203e-02
728             	4.95651125e-04	2.69248859e-03	4.70749444e-02	2.40331233e-02	2.30418211e-02
729             	4.94416451e-04	2.69216759e-03	4.70684427e-02	2.40286378e-02	2.30398049e-02
730             	4.92865810e-04	2.69168583e-03	4.70613415e-02	2.40235366e-02	2.30378050e-02
731             	4.91732454e-04	2.69137468e-03	4.70553201e-02	2.40193925e-02	2.30359276e-02
732             	4.90319532e-04	2.69095590e-03	4.70484929e-02	2.40145660e-02	2.30339269e-02
733             	4.89244710e-04	2.69068688e-03	4.70425262e-02	2.40105078e-02	2.30320184e-02
734             	4.87707316e-04	2.69021848e-03	4.70354391e-02	2.40054268e-02	2.30300122e-02
735             	4.86573063e-04	2.68990394e-03	4.70293896e-02	2.40012679e-02	2.30281218e-02
736             	4.85255987e-04	2.68952177e-03	4.70229051e-02	2.39967086e-02	2.30261966e-02
737             	4.84000875e-04	2.68919155e-03	4.70163257e-02	2.39921637e-02	2.30241620e-02
738             	4.82428607e-04	2.68870311e-03	4.70091451e-02	2.39870011e-02	2.30221439e-02
739             	4.81297689e-04	2.68839192e-03	4.70031044e-02	2.39828499e-02	2.30202545e-02
740             	4.79871940e-04	2.68796933e-03	4.69962261e-02	2.39779850e-02	2.30182411e-02
741             	4.78819520e-04	2.68770804e-03	4.69902847e-02	2.39739619e-02	2.30163228e-02
742             	4.77289058e-04	2.68724427e-03	4.69831804e-02	2.39688792e-02	2.30143011e-02
743             	4.76174745e-04	2.68693757e-03	4.69771531e-02	2.39647513e-02	2.30124018e-02
744             	4.74708618e-04	2.68650512e-03	4.69701475e-02	2.39597824e-02	2.30103651e-02
745             	4.73624513e-04	2.68623091e-03	4.69641228e-02	2.39556859e-02	2.30084369e-02
746             	4.72091384e-04	2.68576566e-03	4.69570050e-02	2.39505939e-02	2.30064111e-02
747             	4.70977986e-04	2.68545890e-03	4.69509734e-02	2.39464647e-02	2.30045087e-02
748             	4.69511076e-04	2.68502632e-03	4.69439686e-02	2.39414954e-02	2.30024732e-02
749             	4.68436911e-04	2.68475562e-03	4.69379542e-02	2.39374140e-02	2.30005402e-02
750             	4.66879469e-04	2.68428326e-03	4.69307681e-02	2.39322635e-02	2.29985046e-02
751             	4.65767614e-04	2.68397646e-03	4.69247308e-02	2.39281330e-02	2.29965978e-02
752             	4.64282757e-04	2.68353843e-03	4.69176704e-02	2.39231180e-02	2.29945525e-02
753             	4.63205284e-04	2.68326634e-03	4.69116455e-02	2.39190280e-02	2.29926175e-02
754             	4.61655117e-04	2.68279681e-03	4.69044692e-02	2.39138897e-02	2.29905795e-02
755             	4.60548504e-04	2.68249259e-03	4.68984390e-02	2.39097680e-02	2.29886710e-02
756             	4.59059379e-04	2.68205384e-03	4.68913695e-02	2.39047441e-02	2.29866254e-02
757             	4.57986848e-04	2.68178367e-03	4.68853448e-02	2.39006592e-02	2.29846855e-02
758             	4.56412082e-04	2.68130642e-03	4.68781012e-02	2.38954627e-02	2.29826385e-02
759             	4.55305448e-04	2.68100145e-03	4.68720636e-02	2.38913372e-02	2.29807263e-02
760             	4.53800391e-04	2.68055757e-03	4.68649462e-02	2.38862735e-02	2.29786727e-02
761             	4.52726106e-04	2.68028644e-03	4.68589123e-02	2.38821823e-02	2.29767301e-02
762             	4.51151339e-04	2.67980943e-03	4.68516608e-02	2.38769817e-02	2.29746791e-02
763             	4.50050297e-04	2.67950676e-03	4.68456308e-02	2.38728657e-02	2.29727651e-02
764             	4.48539565e-04	2.67906157e-03	4.68384977e-02	2.38677884e-02	2.29707093e-02
765             	4.47469315e-04	2.67879198e-03	4.68324634e-02	2.38637010e-02	2.29687624e-02
766             	4.45875600e-04	2.67830903e-03	4.68251584e-02	2.38584548e-02	2.29667036e-02
767             	4.44776146e-04	2.67800633e-03	4.68191259e-02	2.38543391e-02	2.29647868e-02
768             	4.43253420e-04	2.67755723e-03	4.68119573e-02	2.38492321e-02	2.29627252e-02
769             	4.42184241e-04	2.67728747e-03	4.68059191e-02	2.38451438e-02	2.29607753e-02
770             	4.40584296e-04	2.67680246e-03	4.67985921e-02	2.38398803e-02	2.29587118e-02
771             	4.39320427e-04	2.67644106e-03	4.67917894e-02	2.38352151e-02	2.29565743e-02
772             	4.37949322e-04	2.67605764e-03	4.67852358e-02	2.38305672e-02	2.29546686e-02
773             	4.36937731e-04	2.67580693e-03	4.67793947e-02	2.38266351e-02	2.29527596e-02
774             	4.35331140e-04	2.67532194e-03	4.67720455e-02	2.38213539e-02	2.29506916e-02
775             	4.34038594e-04	2.67494977e-03	4.67651618e-02	2.38166195e-02	2.29485423e-02
776             	4.32628555e-04	2.67455029e-03	4.67585055e-02	2.38118813e-02	2.29466242e-02
777             	4.31600798e-04	2.67429122e-03	4.67526165e-02	2.38079090e-02	2.29447074e-02
778             	4.29976824e-04	2.67379756e-03	4.67452219e-02	2.38025878e-02	2.29426341e-02
779             	4.28690939e-04	2.67342617e-03	4.67383511e-02	2.37978665e-02	2.29404846e-02
780             	4.27277010e-04	2.67302484e-03	4.67316832e-02	2.37931186e-02	2.29385646e-02
781             	4.26258252e-04	2.67276835e-03	4.67258123e-02	2.37891644e-02	2.29366479e-02
782             	4.24625103e-04	2.67227149e-03	4.67183910e-02	2.37838206e-02	2.29345704e-02
783             	4.23345617e-04	2.67190151e-03	4.67115350e-02	2.37791131e-02	2.29324219e-02
784             	4.21923358e-04	2.67149697e-03	4.67048465e-02	2.37743466e-02	2.29304999e-02
785             	4.20908828e-04	2.67124108e-03	4.66989836e-02	2.37704006e-02	2.29285829e-02
786             	4.19263237e-04	2.67073955e-03	4.66915289e-02	2.37650277e-02	2.29265012e-02
787             	4.17988342e-04	2.67037018e-03	4.66846830e-02	2.37603299e-02	2.29243532e-02
788             	4.16556559e-04	2.66996201e-03	4.66779708e-02	2.37555420e-02	2.29224289e-02
789             	4.15545446e-04	2.66970649e-03	4.66721129e-02	2.37516019e-02	2.29205110e-02
790             	4.13823509e-04	2.66915338e-03	4.66645963e-02	2.37461217e-02	2.29184747e-02
791             	4.12634655e-04	2.66882664e-03	4.66579441e-02	2.37416067e-02	2.29163374e-02
792             	4.11231954e-04	2.66843385e-03	4.66513078e-02	2.37368859e-02	2.29144220e-02
793             	4.10227878e-04	2.66818384e-03	4.66454563e-02	2.37329560e-02	2.29125003e-02
794             	4.08477462e-04	2.66762110e-03	4.66378559e-02	2.37274054e-02	2.29104505e-02
795             	4.07277008e-04	2.66728907e-03	4.66311592e-02	2.37228566e-02	2.29083026e-02
796             	4.05857280e-04	2.66688922e-03	4.66244702e-02	2.37180924e-02	2.29063778e-02
797             	4.04663180e-04	2.66655173e-03	4.66178986e-02	2.37136125e-02	2.29042861e-02
798             	4.03074329e-04	2.66606733e-03	4.66109042e-02	2.37085264e-02	2.29023778e-02
799             	4.01976521e-04	2.66577286e-03	4.66045328e-02	2.37042429e-02	2.29002899e-02
800             	4.00553734e-04	2.66537682e-03	4.65978259e-02	2.36994667e-02	2.28983592e-02
801             	3.99324688e-04	2.66502713e-03	4.65911406e-02	2.36948950e-02	2.28962456e-02
802             	3.97689028e-04	2.66452427e-03	4.65840129e-02	2.36896955e-02	2.28943174e-02
803             	3.96572645e-04	2.66421992e-03	4.65775822e-02	2.36853637e-02	2.28922185e-02
804             	3.95067821e-04	2.66376771e-03	4.65707980e-02	2.36804668e-02	2.28903312e-02
805             	3.93928839e-04	2.66346133e-03	4.65643127e-02	2.36760852e-02	2.28882275e-02
806             	3.92325875e-04	2.66297499e-03	4.65572673e-02	2.36709595e-02	2.28863078e-02
807             	3.91224516e-04	2.66268008e-03	4.65508675e-02	2.36666583e-02	2.28842092e-02
808             	3.89696044e-04	2.66222031e-03	4.65440145e-02	2.36617033e-02	2.28823112e-02
809             	3.88544096e-04	2.66190894e-03	4.65374840e-02	2.36572861e-02	2.28801979e-02
810             	3.86917124e-04	2.66141320e-03	4.65303684e-02	2.36521013e-02	2.28782671e-02
811             	3.85815520e-04	2.66111705e-03	4.65239629e-02	2.36477970e-02	2.28761659e-02
812             	3.84269613e-04	2.66065070e-03	4.65170604e-02	2.36427998e-02	2.28742606e-02
813             	3.83114901e-04	2.66033769e-03	4.65105166e-02	2.36383732e-02	2.28721434e-02
814             	3.81465798e-04	2.65983410e-03	4.65033396e-02	2.36331356e-02	2.28702040e-02
815             	3.80359695e-04	2.65953589e-03	4.64969177e-02	2.36288185e-02	2.28680991e-02
816             	3.78791371e-04	2.65906176e-03	4.64899513e-02	2.36237670e-02	2.28661843e-02
817             	3.77632109e-04	2.65874668e-03	4.64833863e-02	2.36193252e-02	2.28640610e-02
818             	3.75960821e-04	2.65823534e-03	4.64761421e-02	2.36140319e-02	2.28621102e-02
819             	3.74853421e-04	2.65793628e-03	4.64697082e-02	2.36097075e-02	2.28600007e-02
820             	3.73264363e-04	2.65745514e-03	4.64626775e-02	2.36046031e-02	2.28580744e-02
821             	3.72103644e-04	2.65713925e-03	4.64560965e-02	2.36001519e-02	2.28559446e-02
822             	3.70411522e-04	2.65662091e-03	4.64487856e-02	2.35948043e-02	2.28539813e-02
823             	3.69303859e-04	2.65632156e-03	4.64423401e-02	2.35904739e-02	2.28518662e-02
824             	3.67693778e-04	2.65583351e-03	4.64352414e-02	2.35853145e-02	2.28499269e-02
825             	3.66531896e-04	2.65551706e-03	4.64286428e-02	2.35808533e-02	2.28477895e-02
826             	3.64818419e-04	2.65499167e-03	4.64212609e-02	2.35754489e-02	2.28458121e-02
827             	3.63630876e-04	2.65464449e-03	4.64145299e-02	2.35708958e-02	2.28436341e-02
828             	3.62056413e-04	2.65419594e-03	4.64075290e-02	2.35658209e-02	2.28417081e-02
829             	3.60949120e-04	2.65389229e-03	4.64011076e-02	2.35615029e-02	2.28396047e-02
830             	3.59221943e-04	2.65336895e-03	4.63936718e-02	2.35560579e-02	2.28376140e-02
831             	3.58018993e-04	2.65301448e-03	4.63868743e-02	2.35514562e-02	2.28354182e-02
832             	3.56408476e-04	2.65255345e-03	4.63797528e-02	2.35462849e-02	2.28334679e-02
833             	3.55293801e-04	2.65224536e-03	4.63732837e-02	2.35419357e-02	2.28313481e-02
834             	3.53547907e-04	2.65171528e-03	4.63657722e-02	2.35364340e-02	2.28293382e-02
835             	3.52350470e-04	2.65136235e-03	4.63589649e-02	2.35318329e-02	2.28271320e-02
836             	3.50721878e-04	2.65089586e-03	4.63517693e-02	2.35266065e-02	2.28251628e-02
837             	3.49537454e-04	2.65054435e-03	4.63450342e-02	2.35220545e-02	2.28229796e-02
838             	3.47830366e-04	2.65005510e-03	4.63376199e-02	2.35166403e-02	2.28209796e-02
839             	3.46684197e-04	2.64971511e-03	4.63309790e-02	2.35121737e-02	2.28188053e-02
840             	3.45039046e-04	2.64924840e-03	4.63237145e-02	2.35068963e-02	2.28168182e-02
841             	3.43839610e-04	2.64889092e-03	4.63169092e-02	2.35022942e-02	2.28146150e-02
842             	3.42097313e-04	2.64838964e-03	4.63093725e-02	2.34967836e-02	2.28125889e-02
843             	3.40939594e-04	2.64804411e-03	4.63026724e-02	2.34922758e-02	2.28103966e-02
844             	3.39269248e-04	2.64756874e-03	4.62953116e-02	2.34869250e-02	2.28083865e-02
845             	3.38074553e-04	2.64721261e-03	4.62884923e-02	2.34823207e-02	2.28061716e-02
846             	3.36316787e-04	2.64670706e-03	4.62808855e-02	2.34767596e-02	2.28041260e-02
847             	3.35160030e-04	2.64636246e-03	4.62741635e-02	2.34722418e-02	2.28019217e-02
848             	3.33466904e-04	2.64588063e-03	4.62667127e-02	2.34668232e-02	2.27998894e-02
849             	3.32274750e-04	2.64552587e-03	4.62598758e-02	2.34622126e-02	2.27976631e-02
850             	3.30586715e-04	2.64504653e-03	4.62524863e-02	2.34568299e-02	2.27956564e-02
851             	3.29324564e-04	2.64466657e-03	4.62453785e-02	2.34520138e-02	2.27933647e-02
852             	3.27586509e-04	2.64416797e-03	4.62377890e-02	2.34464810e-02	2.27913080e-02
853             	3.26404401e-04	2.64381694e-03	4.62309614e-02	2.34418851e-02	2.27890763e-02
854             	3.24711464e-04	2.64333696e-03	4.62235299e-02	2.34364764e-02	2.27870535e-02
855             	3.23462218e-04	2.64296265e-03	4.62164318e-02	2.34316781e-02	2.27847537e-02
856             	3.21778401e-04	2.64251298e-03	4.62087959e-02	2.34261764e-02	2.27826196e-02
857             	3.20508068e-04	2.64211775e-03	4.62017419e-02	2.34213790e-02	2.27803629e-02
858             	3.18749708e-04	2.64160909e-03	4.61941086e-02	2.34158040e-02	2.27783046e-02
859             	3.17489957e-04	2.64122787e-03	4.61869669e-02	2.34109734e-02	2.27759935e-02
860             	3.15795921e-04	2.64077569e-03	4.61792776e-02	2.34054347e-02	2.27738429e-02
861             	3.14540528e-04	2.64038656e-03	4.61722470e-02	2.34006640e-02	2.27715830e-02
862             	3.12841099e-04	2.63992791e-03	4.61645889e-02	2.33951356e-02	2.27694534e-02
863             	3.11490486e-04	2.63950312e-03	4.61572164e-02	2.33900987e-02	2.27671177e-02
864             	3.09805914e-04	2.63904768e-03	4.61495888e-02	2.33846003e-02	2.27649885e-02
865             	3.08448787e-04	2.63862197e-03	4.61421904e-02	2.33795440e-02	2.27626464e-02
866             	3.06725070e-04	2.63815328e-03	4.61344553e-02	2.33739527e-02	2.27605026e-02
867             	3.05390869e-04	2.63773488e-03	4.61271191e-02	2.33689504e-02	2.27581687e-02
868             	3.03703574e-04	2.63728042e-03	4.61194581e-02	2.33634326e-02	2.27560255e-02
869             	3.02350859e-04	2.63685751e-03	4.61120565e-02	2.33583791e-02	2.27536774e-02
870             	3.00653442e-04	2.63639986e-03	4.61043464e-02	2.33528266e-02	2.27515197e-02
871             	2.99327544e-04	2.63598645e-03	4.60969943e-02	2.33478247e-02	2.27491696e-02
872             	2.97624186e-04	2.63552795e-03	4.60892581e-02	2.33422532e-02	2.27470049e-02
873             	2.96252643e-04	2.63509814e-03	4.60817846e-02	2.33371449e-02	2.27446396e-02
874             	2.94519520e-04	2.63462855e-03	4.60739558e-02	2.33314974e-02	2.27424584e-02
875             	2.93206291e-04	2.63421891e-03	4.60665984e-02	2.33265055e-02	2.27400929e-02
876             	2.91526361e-04	2.63377051e-03	4.60588681e-02	2.33209604e-02	2.27379077e-02
877             	2.90214837e-04	2.63336368e-03	4.60515016e-02	2.33159656e-02	2.27355360e-02
878             	2.88473514e-04	2.63289415e-03	4.60436111e-02	2.33102791e-02	2.27333320e-02
879             	2.87143040e-04	2.63247896e-03	4.60362003e-02	2.33052432e-02	2.27309571e-02
880             	2.85411239e-04	2.63201334e-03	4.60283131e-02	2.32995678e-02	2.27287453e-02
881             	2.84067189e-04	2.63159439e-03	4.60208543e-02	2.32944943e-02	2.27263600e-02
882             	2.82333701e-04	2.63112828e-03	4.60129477e-02	2.32888075e-02	2.27241401e-02
883             	2.81034742e-04	2.63072552e-03	4.60055661e-02	2.32838178e-02	2.27217483e-02
884             	2.79340131e-04	2.63027536e-03	4.59977249e-02	2.32782026e-02	2.27195223e-02
885             	2.78038038e-04	2.62987360e-03	4.59903318e-02	2.32732039e-02	2.27171279e-02
886             	2.76285454e-04	2.62940341e-03	4.59823469e-02	2.32674589e-02	2.27148880e-02
887             	2.74960662e-04	2.62899216e-03	4.59748995e-02	2.32624104e-02	2.27124891e-02
888             	2.73216286e-04	2.62852531e-03	4.59669145e-02	2.32566735e-02	2.27102409e-02
889             	2.71882679e-04	2.62811203e-03	4.59594356e-02	2.32516005e-02	2.27078351e-02
890             	2.70142723e-04	2.62764674e-03	4.59514515e-02	2.32458685e-02	2.27055830e-02
891             	2.68850485e-04	2.62724852e-03	4.59440400e-02	2.32408705e-02	2.27031695e-02
892             	2.67147259e-04	2.62679831e-03	4.59361172e-02	2.32352059e-02	2.27009113e-02
893             	2.65852475e-04	2.62640127e-03	4.59287000e-02	2.32302025e-02	2.26984975e-02
894             	2.64093622e-04	2.62593170e-03	4.59206435e-02	2.32244154e-02	2.26962281e-02
895             	2.62773361e-04	2.62552415e-03	4.59131649e-02	2.32193558e-02	2.26938091e-02
896             	2.61021732e-04	2.62505741e-03	4.59051070e-02	2.32135752e-02	2.26915318e-02
897             	2.59692830e-04	2.62464777e-03	4.58975995e-02	2.32084926e-02	2.26891069e-02
898             	2.57947728e-04	2.62418317e-03	4.58895506e-02	2.32027230e-02	2.26868276e-02
899             	2.56658183e-04	2.62378786e-03	4.58821050e-02	2.31977107e-02	2.26843943e-02
900             	2.54949074e-04	2.62333794e-03	4.58741167e-02	2.31920074e-02	2.26821093e-02
901             	2.53655656e-04	2.62294334e-03	4.58666637e-02	2.31869875e-02	2.26796762e-02
902             	2.51891090e-04	2.62247404e-03	4.58585442e-02	2.31811632e-02	2.26773810e-02
903             	2.50570282e-04	2.62206816e-03	4.58510249e-02	2.31760827e-02	2.26749421e-02
904             	2.48812935e-04	2.62160161e-03	4.58429054e-02	2.31702656e-02	2.26726398e-02
905             	2.47482578e-04	2.62119329e-03	4.58353550e-02	2.31651601e-02	2.26701949e-02
906             	2.45732556e-04	2.62072897e-03	4.58272474e-02	2.31593563e-02	2.26678912e-02
907             	2.44441455e-04	2.62033495e-03	4.58197586e-02	2.31543207e-02	2.26654378e-02
908             	2.42727905e-04	2.61988547e-03	4.58117136e-02	2.31485847e-02	2.26631289e-02
909             	2.41424722e-04	2.61948914e-03	4.58041987e-02	2.31435241e-02	2.26606746e-02
910             	2.39697427e-04	2.61903441e-03	4.57961222e-02	2.31377585e-02	2.26583637e-02
911             	2.38386751e-04	2.61863568e-03	4.57885785e-02	2.31326760e-02	2.26559025e-02
912             	2.36632898e-04	2.61817242e-03	4.57804300e-02	2.31268479e-02	2.26535821e-02
913             	2.35281894e-04	2.61775888e-03	4.57727916e-02	2.31216777e-02	2.26511139e-02
914             	2.33516220e-04	2.61729026e-03	4.57646089e-02	2.31158207e-02	2.26487882e-02
915             	2.32214399e-04	2.61689413e-03	4.57570594e-02	2.31107441e-02	2.26463153e-02
916             	2.30496758e-04	2.61644477e-03	4.57489638e-02	2.31049787e-02	2.26439851e-02
917             	2.29190312e-04	2.61604923e-03	4.57414028e-02	2.30998917e-02	2.26415111e-02
918             	2.27455442e-04	2.61559330e-03	4.57332668e-02	2.30940888e-02	2.26391780e-02
919             	2.26168965e-04	2.61520452e-03	4.57257365e-02	2.30890372e-02	2.26366993e-02
920             	2.24459576e-04	2.61475929e-03	4.57176443e-02	2.30832817e-02	2.26343626e-02
921             	2.23157235e-04	2.61436632e-03	4.57100804e-02	2.30781975e-02	2.26318830e-02
922             	2.21435688e-04	2.61391601e-03	4.57019609e-02	2.30724161e-02	2.26295448e-02
923             	2.20128985e-04	2.61352161e-03	4.56943763e-02	2.30673171e-02	2.26270592e-02
924             	2.18383115e-04	2.61306342e-03	4.56861910e-02	2.30614786e-02	2.26247124e-02
925             	2.16927833e-04	2.61261291e-03	4.56781147e-02	2.30559852e-02	2.26221295e-02
926             	2.15289499e-04	2.61219465e-03	4.56703495e-02	2.30504642e-02	2.26198853e-02
927             	2.14023180e-04	2.61181586e-03	4.56628439e-02	2.30454451e-02	2.26173988e-02
928             	2.12308707e-04	2.61136942e-03	4.56546916e-02	2.30396545e-02	2.26150371e-02
929             	2.10876103e-04	2.61092984e-03	4.56466294e-02	2.30341908e-02	2.26124386e-02
930             	2.09251014e-04	2.61051678e-03	4.56388703e-02	2.30286862e-02	2.26101842e-02
931             	2.07988479e-04	2.61013985e-03	4.56313557e-02	2.30236663e-02	2.26076894e-02
932             	2.06281482e-04	2.60969591e-03	4.56232097e-02	2.30178863e-02	2.26053234e-02
933             	2.04853623e-04	2.60925853e-03	4.56151484e-02	2.30124278e-02	2.26027206e-02
934             	2.03237831e-04	2.60884897e-03	4.56074025e-02	2.30069391e-02	2.26004634e-02
935             	2.01981584e-04	2.60847521e-03	4.55998932e-02	2.30019282e-02	2.25979650e-02
936             	2.00285795e-04	2.60803569e-03	4.55917640e-02	2.29961678e-02	2.25955962e-02
937             	1.98865848e-04	2.60760222e-03	4.55837117e-02	2.29907217e-02	2.25929900e-02
938             	1.97260357e-04	2.60719662e-03	4.55759821e-02	2.29852514e-02	2.25907307e-02
939             	1.96009736e-04	2.60682586e-03	4.55684782e-02	2.29802488e-02	2.25882293e-02
940             	1.94263671e-04	2.60636998e-03	4.55601453e-02	2.29743363e-02	2.25858090e-02
941             	1.92924765e-04	2.60596409e-03	4.55523828e-02	2.29691162e-02	2.25832666e-02
942             	1.91279526e-04	2.60554756e-03	4.55444687e-02	2.29635139e-02	2.25809548e-02
943             	1.90098319e-04	2.60520017e-03	4.55372166e-02	2.29587066e-02	2.25785100e-02
944             	1.88367231e-04	2.60475196e-03	4.55288997e-02	2.29528171e-02	2.25760826e-02
945             	1.87018568e-04	2.60434335e-03	4.55210952e-02	2.29475661e-02	2.25735290e-02
946             	1.85369046e-04	2.60392537e-03	4.55131590e-02	2.29419485e-02	2.25712104e-02
947             	1.84182594e-04	2.60357614e-03	4.55058864e-02	2.29371258e-02	2.25687606e-02
948             	1.82458920e-04	2.60313010e-03	4.54975833e-02	2.29312505e-02	2.25663327e-02
949             	1.81114757e-04	2.60272358e-03	4.54897862e-02	2.29260079e-02	2.25637784e-02
950             	1.79475332e-04	2.60230911e-03	4.54818718e-02	2.29204112e-02	2.25614606e-02
951             	1.78291721e-04	2.60196181e-03	4.54746041e-02	2.29155938e-02	2.25590103e-02
952             	1.76576646e-04	2.60151893e-03	4.54663190e-02	2.29097362e-02	2.25565829e-02
953             	1.75234523e-04	2.60111402e-03	4.54585252e-02	2.29044971e-02	2.25540281e-02
954             	1.73602020e-04	2.60070193e-03	4.54506253e-02	2.28989147e-02	2.25517106e-02
955             	1.72324572e-04	2.60032002e-03	4.54429881e-02	2.28938186e-02	2.25491695e-02
956             	1.70724948e-04	2.59992049e-03	4.54351506e-02	2.28883003e-02	2.25468504e-02
957             	1.69411288e-04	2.59952861e-03	4.54274270e-02	2.28831248e-02	2.25443022e-02
958             	1.67779225e-04	2.59911579e-03	4.54195130e-02	2.28775357e-02	2.25419773e-02
959             	1.66483006e-04	2.59872875e-03	4.54118149e-02	2.28723904e-02	2.25394244e-02
960             	1.64877670e-04	2.59832621e-03	4.54039546e-02	2.28668550e-02	2.25370996e-02
961             	1.63558876e-04	2.59793214e-03	4.53962122e-02	2.28616650e-02	2.25345472e-02
962             	1.61934213e-04	2.59752100e-03	4.53883136e-02	2.28560910e-02	2.25322226e-02
963             	1.60641572e-04	2.59713560e-03	4.53806222e-02	2.28509527e-02	2.25296695e-02
964             	1.59045112e-04	2.59673603e-03	4.53727820e-02	2.28454361e-02	2.25273459e-02
965             	1.57728200e-04	2.59634353e-03	4.53650427e-02	2.28402495e-02	2.25247931e-02
966             	1.56110761e-04	2.59593490e-03	4.53571602e-02	2.28346909e-02	2.25224693e-02
967             	1.54818747e-04	2.59555053e-03	4.53494688e-02	2.28295532e-02	2.25199157e-02
968             	1.53229110e-04	2.59515324e-03	4.53416438e-02	2.28240510e-02	2.25175928e-02
969             	1.51912566e-04	2.59476158e-03	4.53339036e-02	2.28188643e-02	2.25150392e-02
970             	1.50302100e-04	2.59435522e-03	4.53260366e-02	2.28133204e-02	2.25127162e-02
971             	1.49010564e-04	2.59397172e-03	4.53183446e-02	2.28081829e-02	2.25101618e-02
972             	1.47427741e-04	2.59357666e-03	4.53105349e-02	2.28026952e-02	2.25078397e-02
973             	1.46111260e-04	2.59318573e-03	4.53027931e-02	2.27975078e-02	2.25052853e-02
974             	1.44507403e-04	2.59278151e-03	4.52949410e-02	2.27919779e-02	2.25029631e-02
975             	1.43215745e-04	2.59239865e-03	4.52872471e-02	2.27868393e-02	2.25004078e-02
976             	1.41639302e-04	2.59200566e-03	4.52794518e-02	2.27813652e-02	2.24980866e-02
977             	1.40322408e-04	2.59161525e-03	4.52717073e-02	2.27761760e-02	2.24955312e-02
978             	1.38724871e-04	2.59121306e-03	4.52638695e-02	2.27706596e-02	2.24932099e-02
979             	1.37432676e-04	2.59083068e-03	4.52561726e-02	2.27655190e-02	2.24906536e-02
980             	1.35862322e-04	2.59043964e-03	4.52483911e-02	2.27600579e-02	2.24883332e-02
981             	1.34544647e-04	2.59004961e-03	4.52406429e-02	2.27548661e-02	2.24857768e-02
982             	1.32953204e-04	2.58964936e-03	4.52328190e-02	2.27493627e-02	2.24834563e-02
983             	1.31660229e-04	2.58926732e-03	4.52251183e-02	2.27442194e-02	2.24808989e-02
